ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Hatchet_SilentDeath,@Skin_Hatchet_SilentDeath_MasterName,Weapon,,@Skin_Hatchet_SilentDeath_Description,EquippableMainHand+Hatchet+Melee,,,,,,,,,,Skin_Hatchet,,,,,,,,,,,,,,,,,,,,,ThrowingAxe,UI_Weapon,,,1hHatchetSilentDeathT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Spear_SilentDeath,@Skin_Spear_SilentDeath_MasterName,Weapon,,@Skin_Spear_SilentDeath_Description,EquippableTwoHand+Spear+Melee,,,,,,,,,,Skin_Spear,,,,,,,,,,,,,,,,,,,,,Spear,UI_Weapon,,,2hspearSilentDeathT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_IceGaunt_SilentDeath,@Skin_IceGaunt_SilentDeath_MasterName,Weapon,,@Skin_IceGaunt_SilentDeath_Description,EquippableMainHand+IceMagic+Magic,,,,,,,,,,Skin_IceGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,2hIceGauntletSilentDeathT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Musket_SilentDeath,@Skin_Musket_SilentDeath_MasterName,Weapon,,@Skin_Musket_SilentDeath_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,Musket,UI_Weapon,,,2hMusketSilentDeathT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_VoidGauntlet_SilentDeath,@Skin_VoidGauntlet_SilentDeath_MasterName,Weapon,,@Skin_VoidGauntlet_SilentDeath_Description,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,2hVoidGauntletSilentDeathT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Blunderbuss_SilentDeath,@Skin_Blunderbuss_SilentDeath_MasterName,Weapon,,@Skin_Blunderbuss_SilentDeath_Description,Weapon+EquippableTwoHand+Blunderbuss+Ranged,,,,,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,,,,,,Blunderbuss,UI_Weapon,,,2hBlunderbussSilentDeathT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Rapier_SilentDeath,@Skin_Rapier_SilentDeath_MasterName,Weapon,,@Skin_Rapier_SilentDeath_Description,EquippableMainHand+Rapier+Melee,,,,,,,,,,Skin_Rapier,,,,,,,,,,,,,,,,,,,,,Rapier,UI_Weapon,,,1hRapierSilentDeathT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Lifestaff_SilentDeath,@Skin_Lifestaff_SilentDeath_MasterName,Weapon,,@Skin_Lifestaff_SilentDeath_Description,EquippableMainHand+LifeStaff+Magic,,,,,,,,,,Skin_LifeStaff,,,,,,,,,,,,,,,,,,,,,StaffLife,UI_Weapon,,,2hLifeStaffSilentDeathT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_SilentDeath_L,@Skin_Chest_SilentDeath_L_MasterName,Armor,,@Skin_Chest_SilentDeath_L_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestExtraLong,,m_SilentDeathL_chest,f_SilentDeathL_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_SilentDeath_L,@Skin_Head_SilentDeath_L_MasterName,Armor,,@Skin_Head_SilentDeath_L_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathL_head,f_SilentDeathL_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_SilentDeath_L,@Skin_Legs_SilentDeath_L_MasterName,Armor,,@Skin_Legs_SilentDeath_L_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathL_legs,f_SilentDeathL_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_SilentDeath_L,@Skin_Feet_SilentDeath_L_MasterName,Armor,,@Skin_Feet_SilentDeath_L_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathL_feet,f_SilentDeathL_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_SilentDeath_L,@Skin_Hands_SilentDeath_L_MasterName,Armor,,@Skin_Hands_SilentDeath_L_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathL_gloves,f_SilentDeathL_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_SilentDeath_M,@Skin_Chest_SilentDeath_M_MasterName,Armor,,@Skin_Chest_SilentDeath_M_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathM_chest,f_SilentDeathM_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_SilentDeath_M,@Skin_Head_SilentDeath_M_MasterName,Armor,,@Skin_Head_SilentDeath_M_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathM_head,f_SilentDeathM_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_SilentDeath_M,@Skin_Legs_SilentDeath_M_MasterName,Armor,,@Skin_Legs_SilentDeath_M_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathM_legs,f_SilentDeathM_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_SilentDeath_M,@Skin_Feet_SilentDeath_M_MasterName,Armor,,@Skin_Feet_SilentDeath_M_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathM_feet,f_SilentDeathM_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_SilentDeath_M,@Skin_Hands_SilentDeath_M_MasterName,Armor,,@Skin_Hands_SilentDeath_M_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathM_gloves,f_SilentDeathM_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_SilentDeath_H,@Skin_Chest_SilentDeath_H_MasterName,Armor,,@Skin_Chest_SilentDeath_H_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathH_chest,f_SilentDeathH_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_SilentDeath_H,@Skin_Head_SilentDeath_H_MasterName,Armor,,@Skin_Head_SilentDeath_H_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathH_head,f_SilentDeathH_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_SilentDeath_H,@Skin_Legs_SilentDeath_H_MasterName,Armor,,@Skin_Legs_SilentDeath_H_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathH_legs,f_SilentDeathH_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_SilentDeath_H,@Skin_Feet_SilentDeath_H_MasterName,Armor,,@Skin_Feet_SilentDeath_H_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathH_feet,f_SilentDeathH_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_SilentDeath_H,@Skin_Hands_SilentDeath_H_MasterName,Armor,,@Skin_Hands_SilentDeath_H_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_SilentDeathH_gloves,f_SilentDeathH_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_SilentDeath_SkinningKnife,@Skin_SilentDeath_SkinningKnife_Name,Weapon,,@Skin_SilentDeath_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,SkinningKnife,UI_Tools,,,1hSkinningKnifeSilentDeathT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_SilentDeath_Sickle,@Skin_SilentDeath_Sickle_Name,Weapon,,@Skin_SilentDeath_Sickle_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,Sickle,UI_Tools,,,1hSickleSilentDeathT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_SilentDeath_Pickaxe,@Skin_SilentDeath_Pickaxe_Name,Weapon,,@Skin_SilentDeath_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,2hPickAxe,UI_Tools,,,1hPickaxeSilentDeathT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_SilentDeath_LoggingAxe,@Skin_SilentDeath_LoggingAxe_Name,Weapon,,@Skin_SilentDeath_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,2hLoggingAxe,UI_Tools,,,2hLoggingAxeSilentDeathT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_SilentDeath_FishingPole,@Skin_SilentDeath_FishingPole_Name,Weapon,,@Skin_SilentDeath_FishingPole_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,FishingPole,UI_Tools,,,2hFishingPoleSilentDeathT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_SilentDeath_AzothScepter,@Skin_SilentDeath_AzothScepter_Name,Weapon,,@Skin_SilentDeath_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,AzothStaff,UI_Tools,,,2hAzothScepterSilentDeathT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Metal_L,@Skin_Chest_Metal_L_MasterName,Armor,,@Skin_Chest_Metal_L_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalL_chest,f_MetalL_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Metal_L,@Skin_Head_Metal_L_MasterName,Armor,,@Skin_Head_Metal_L_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalL_head,f_MetalL_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Metal_L,@Skin_Legs_Metal_L_MasterName,Armor,,@Skin_Legs_Metal_L_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalL_legs,f_MetalL_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Metal_L,@Skin_Feet_Metal_L_MasterName,Armor,,@Skin_Feet_Metal_L_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalL_feet,f_MetalL_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Metal_L,@Skin_Hands_Metal_L_MasterName,Armor,,@Skin_Hands_Metal_L_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalL_gloves,f_MetalL_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Metal_M,@Skin_Chest_Metal_M_MasterName,Armor,,@Skin_Chest_Metal_M_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_MetalM_chest,f_MetalM_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Metal_M,@Skin_Head_Metal_M_MasterName,Armor,,@Skin_Head_Metal_M_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalM_head,f_MetalM_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Metal_M,@Skin_Legs_Metal_M_MasterName,Armor,,@Skin_Legs_Metal_M_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalM_legs,f_MetalM_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Metal_M,@Skin_Feet_Metal_M_MasterName,Armor,,@Skin_Feet_Metal_M_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalM_feet,f_MetalM_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Metal_M,@Skin_Hands_Metal_M_MasterName,Armor,,@Skin_Hands_Metal_M_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalM_gloves,f_MetalM_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Metal_H,@Skin_Chest_Metal_H_MasterName,Armor,,@Skin_Chest_Metal_H_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalH_chest,f_MetalH_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Metal_H,@Skin_Head_Metal_H_MasterName,Armor,,@Skin_Head_Metal_H_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalH_head,f_MetalH_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Metal_H,@Skin_Legs_Metal_H_MasterName,Armor,,@Skin_Legs_Metal_H_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalH_legs,f_MetalH_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Metal_H,@Skin_Feet_Metal_H_MasterName,Armor,,@Skin_Feet_Metal_H_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalH_feet,f_MetalH_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Metal_H,@Skin_Hands_Metal_H_MasterName,Armor,,@Skin_Hands_Metal_H_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MetalH_gloves,f_MetalH_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Metal_SkinningKnife,@Skin_Metal_SkinningKnife_Name,Weapon,,@Skin_Metal_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,SkinningKnife,UI_Tools,,,1hSkinningKnifeMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Metal_Sickle,@Skin_Metal_Sickle_Name,Weapon,,@Skin_Metal_Sickle_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,Sickle,UI_Tools,,,1hSickleMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Metal_Pickaxe,@Skin_Metal_Pickaxe_Name,Weapon,,@Skin_Metal_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,2hPickAxe,UI_Tools,,,1hPickaxeMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Metal_LoggingAxe,@Skin_Metal_LoggingAxe_Name,Weapon,,@Skin_Metal_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,2hLoggingAxe,UI_Tools,,,2hLoggingAxeMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Metal_FishingPole,@Skin_Metal_FishingPole_Name,Weapon,,@Skin_Metal_FishingPole_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,FishingPole,UI_Tools,,,2hFishingPoleMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Metal_AzothScepter,@Skin_Metal_AzothScepter_Name,Weapon,,@Skin_Metal_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,AzothStaff,UI_Tools,,,2hAzothScepterMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_ShieldK_Metal,@Skin_ShieldK_Metal_MasterName,Weapon,,@Skin_ShieldK_Metal_Description,EquippableOffHand+Shield+Kite,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,KiteShield,UI_Weapon,,,1hKiteShieldMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Longsword_Metal,@Skin_Longsword_Metal_MasterName,Weapon,,@Skin_Longsword_Metal_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,Longsword,UI_Weapon,,,1hSwordMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_GreatAxe_Metal,@Skin_GreatAxe_Metal_MasterName,Weapon,,@Skin_GreatAxe_Metal_Description,EquippableTwoHand+2HAxe+Melee,,,,,,,,,,Skin_GreatAxe,,,,,,,,,,,,,,,,,,,,,GreatAxe,UI_Weapon,,,2hGreatAxeMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Firestaff_Metal,@Skin_Firestaff_Metal_MasterName,Weapon,,@Skin_Firestaff_Metal_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hFireStaffMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_VoidGauntlet_Metal,@Skin_VoidGauntlet_Metal_MasterName,Weapon,,@Skin_VoidGauntlet_Metal_Description,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,2hVoidGauntletMetalFestivalT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Blunderbuss_Metal,@Skin_Blunderbuss_Metal_MasterName,Weapon,,@Skin_Blunderbuss_Metal_Description,Weapon+EquippableTwoHand+Blunderbuss+Ranged,,,,,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,,,,,,Blunderbuss,UI_Weapon,,,2hBlunderbussMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Flute_Metal,@Skin_Flute_Metal_MasterName,Weapon,,@Skin_Flute_Metal_Description,EquippableTool+InstrumentFlute,,,,,,,,,,2hInstrumentFluteT5,,,,,,,,,,,,,,,,,,,,,Flute,UI_Instruments,,,AzothFluteMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Drum_Metal,@Skin_Drum_Metal_MasterName,Weapon,,@Skin_Drum_Metal_Description,EquippableTool+InstrumentDrums,,,,,,,,,,2hInstrumentDrumT5,,,,,,,,,,,,,,,,,,,,,Drum,UI_Instruments,,,DrumsMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Guitar_Metal,@Skin_Guitar_Metal_MasterName,Weapon,,@Skin_Guitar_Metal_Description,EquippableTool+InstrumentGuitar,,,,,,,,,,2hInstrumentGuitarT5,,,,,,,,,,,,,,,,,,,,,Guitar,UI_Instruments,,,GuitarMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_UprightBass_Metal,@Skin_UprightBass_Metal_MasterName,Weapon,,@Skin_UprightBass_Metal_Description,EquippableTool+InstrumentUprightBass,,,,,,,,,,2hInstrumentUprightBassT5,,,,,,,,,,,,,,,,,,,,,Bass,UI_Instruments,,,URBassMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Mandolin_Metal,@Skin_Mandolin_Metal_MasterName,Weapon,,@Skin_Mandolin_Metal_Description,EquippableTool+InstrumentMandolin,,,,,,,,,,2hInstrumentMandolinT5,,,,,,,,,,,,,,,,,,,,,Mandolin,UI_Instruments,,,MandolinMetalFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Flute_Summer,@Skin_Flute_Summer_MasterName,Weapon,,@Skin_Flute_Summer_Description,EquippableTool+InstrumentFlute,,,,,,,,,,2hInstrumentFluteT5,,,,,,,,,,,,,,,,,,,,,Flute,UI_Instruments,,,AzothFluteMidsummerFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SummerMedleyfaire_2022
Skin_Drum_Summer,@Skin_Drum_Summer_MasterName,Weapon,,@Skin_Drum_Summer_Description,EquippableTool+InstrumentDrums,,,,,,,,,,2hInstrumentDrumT5,,,,,,,,,,,,,,,,,,,,,Drum,UI_Instruments,,,DrumsMidsummerFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SummerMedleyfaire_2022
Skin_Guitar_Summer,@Skin_Guitar_Summer_MasterName,Weapon,,@Skin_Guitar_Summer_Description,EquippableTool+InstrumentGuitar,,,,,,,,,,2hInstrumentGuitarT5,,,,,,,,,,,,,,,,,,,,,Guitar,UI_Instruments,,,GuitarMidsummerFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SummerMedleyfaire_2022
Skin_UprightBass_Summer,@Skin_UprightBass_Summer_MasterName,Weapon,,@Skin_UprightBass_Summer_Description,EquippableTool+InstrumentUprightBass,,,,,,,,,,2hInstrumentUprightBassT5,,,,,,,,,,,,,,,,,,,,,Bass,UI_Instruments,,,URBassMidsummerFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SummerMedleyfaire_2022
Skin_Mandolin_Summer,@Skin_Mandolin_Summer_MasterName,Weapon,,@Skin_Mandolin_Summer_Description,EquippableTool+InstrumentMandolin,,,,,,,,,,2hInstrumentMandolinT5,,,,,,,,,,,,,,,,,,,,,Mandolin,UI_Instruments,,,MandolinMidsummerFestivalT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SummerMedleyfaire_2022
Skin_Chest_Summer,@Skin_Chest_Summer_MasterName,Armor,,@Skin_Chest_Summer_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MidsummerReward_chest,f_MidsummerReward_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SummerMedleyfaire_2022
Skin_Head_Summer,@Skin_Head_Summer_MasterName,Armor,,@Skin_Head_Summer_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_MidsummerReward_head,f_MidsummerReward_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SummerMedleyfaire_2022
