ItemID,Loc Note,DerivedFromText,DerivedFromIcon,RefinedAtText,RefinedAtLabelText,RefinedAtIcon,CanBeCraftedTextsSmall,CanBeCraftedIconsSmall,SpecialInstructions,UsedAtTexts,UsedAtIcons,CommonUsesLabelText,CommonUsesTextsLarge,CommonUsesIconsLarge,CommonUsesItemsLarge,CommonUsesTextsSmall,CommonUsesIconsSmall,CommonUsesItemsSmall,CanBeCraftedTextsLarge,CanBeCraftedIconsLarge,ResourcesLabelText,ResourcesTexts,ResourcesIcons,ResourcesAmounts,RefineryInputText,RefineryInputIcon,RefineryInputAmount,RefineryOutputText,RefineryOutputIcon,RefineryOutputAmount,MainHeaderIcon,ResourcesHeaderIcon
LightHead_RobeT3,Forge Tier 3,,,,,,@LightHead_RobeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RobeT4,Forge Tier 4,,,,,,@LightHead_RobeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RobeT5,Forge Tier 5,,,,,,@LightHead_RobeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothT2,Forge Tier 2,,,,,,@LightChest_ClothT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothT3,Forge Tier 3,,,,,,@LightChest_ClothT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothT4,Forge Tier 4,,,,,,@LightChest_ClothT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothT5,Forge Tier 5,,,,,,@LightChest_ClothT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RobeT3,Forge Tier 3,,,,,,@LightChest_RobeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RobeT4,Forge Tier 4,,,,,,@LightChest_RobeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RobeT5,Forge Tier 5,,,,,,@LightChest_RobeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothT2,Forge Tier 2,,,,,,@LightHands_ClothT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothT3,Forge Tier 3,,,,,,@LightHands_ClothT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothT4,Forge Tier 4,,,,,,@LightHands_ClothT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothT5,Forge Tier 5,,,,,,@LightHands_ClothT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RobeT3,Forge Tier 3,,,,,,@LightHands_RobeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RobeT4,Forge Tier 4,,,,,,@LightHands_RobeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RobeT5,Forge Tier 5,,,,,,@LightHands_RobeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothT2,Forge Tier 2,,,,,,@LightLegs_ClothT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothT3,Forge Tier 3,,,,,,@LightLegs_ClothT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothT4,Forge Tier 4,,,,,,@LightLegs_ClothT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothT5,Forge Tier 5,,,,,,@LightLegs_ClothT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RobeT3,Forge Tier 3,,,,,,@LightLegs_RobeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RobeT4,Forge Tier 4,,,,,,@LightLegs_RobeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RobeT5,Forge Tier 5,,,,,,@LightLegs_RobeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothT2,Forge Tier 2,,,,,,@LightFeet_ClothT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothT3,Forge Tier 3,,,,,,@LightFeet_ClothT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothT4,Forge Tier 4,,,,,,@LightFeet_ClothT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothT5,Forge Tier 5,,,,,,@LightFeet_ClothT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RobeT3,Forge Tier 3,,,,,,@LightFeet_RobeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RobeT4,Forge Tier 4,,,,,,@LightFeet_RobeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RobeT5,Forge Tier 5,,,,,,@LightFeet_RobeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ShadewalkerT5,Forge Tier 5,,,,,,@LightHead_ShadewalkerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ShadewalkerT5,Forge Tier 5,,,,,,@LightChest_ShadewalkerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ShadewalkerT5,Forge Tier 5,,,,,,@LightHands_ShadewalkerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ShadewalkerT5,Forge Tier 5,,,,,,@LightLegs_ShadewalkerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ShadewalkerT5,Forge Tier 5,,,,,,@LightFeet_ShadewalkerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_PlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_PlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_PlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_PlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_PlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_HeavyDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_HeavyDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_HeavyDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_HeavyDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_HeavyDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_HeavyDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_HeavyDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_HeavyDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_HeavyDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_HeavyDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_HeavyDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_HeavyDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_HeavyDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_HeavyDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_HeavyDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_FurPlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_FurPlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_FurPlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHead_FurPlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_FurPlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_FurPlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_FurPlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyChest_FurPlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_FurPlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_FurPlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_FurPlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyHands_FurPlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_FurPlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_FurPlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_FurPlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyLegs_FurPlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_FurPlateDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_FurPlateDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_FurPlateDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeavyFeet_FurPlateDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_LeatherDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_LeatherDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_LeatherDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_LeatherDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_LeatherDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_FurDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_FurDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_FurDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_FurDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_FurDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_FurDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_FurDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_FurDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_FurDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_FurDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_FurDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_FurDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_FurDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_FurDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_FurDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_ClothDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_ClothDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_ClothDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_ClothDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothDropT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_ClothDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RobeDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RobeDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RobeDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RobeDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RobeDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RobeDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RobeDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RobeDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RobeDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RobeDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RobeDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RobeDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RobeDropT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RobeDropT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RobeDropT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_SorcHunterT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_SorcHunterT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_SorcHunterT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_SorcHunterT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_SorcHunterT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_SorcHunterT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_SorcHunterT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_SorcHunterT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_SorcHunterT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_SorcHunterT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_SorcHunterT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_SorcHunterT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_SorcHunterT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_SorcHunterT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_SorcHunterT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_SorcHunterT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_SorcHunterT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_SorcHunterT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_SorcHunterT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_SorcHunterT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_RescuerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_RescuerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_RescuerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_RescuerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_RescuerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_RescuerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_RescuerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_RescuerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_RescuerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_RescuerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_RescuerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_RescuerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_RescuerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_RescuerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_RescuerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_RescuerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_RescuerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_RescuerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_RescuerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumFeet_RescuerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RevelerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RevelerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RevelerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_RevelerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RevelerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RevelerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RevelerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_RevelerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RevelerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RevelerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RevelerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_RevelerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RevelerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RevelerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RevelerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_RevelerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RevelerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RevelerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RevelerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_RevelerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_FarmerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_FarmerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_FarmerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHead_FarmerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_FarmerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_FarmerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_FarmerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightChest_FarmerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_FarmerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_FarmerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_FarmerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightHands_FarmerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_FarmerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_FarmerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_FarmerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightLegs_FarmerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_FarmerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_FarmerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_FarmerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightFeet_FarmerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_UndeadBerserkerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_UndeadBerserkerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_UndeadBerserkerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHead_UndeadBerserkerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_UndeadBerserkerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_UndeadBerserkerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_UndeadBerserkerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumChest_UndeadBerserkerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_UndeadBerserkerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_UndeadBerserkerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_UndeadBerserkerT4,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumHands_UndeadBerserkerT5,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_UndeadBerserkerT2,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumLegs_UndeadBerserkerT3,Enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
