TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,UseGlobalStorage,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_14_PVP_Control_Covenant_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_PVP_Control_Covenant_first,M_ReturnToGiver,,,
FM_14_PVP_Control_Covenant_first,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_task_pvp,,,1,,,,,,,,,,,,FM_14_PVP_Control_Covenant_task,M_task_die_reset,,,
FM_14_PVP_Control_Covenant_task,PatrolTask,,,,,,,,,true,,factionarea_50393,,,true,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,@objective_mission_task_patrol_timer,,12070.62 7169.72 247.56,,,,,,,,,,,,,,,,,
FM_14_H_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_14_H_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_14_H_01_leg_A_task,FM_14_H_01_leg_B_task,FM_14_H_01_leg_C_task,,
FM_14_H_01_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_1_14,Wolf_Black_58,100,,,true,,ancientcrater1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_01_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_2_14,Boar_59,100,,,true,,ancientcrater3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_01_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_3_14,Alligator_Black_59,100,,,true,,ancientcrater6,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_14_H_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_14_H_02_leg_A_task,FM_14_H_02_leg_B_task,FM_14_H_02_leg_C_task,,
FM_14_H_02_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_4_14,Lynx,100,,,true,,ancientcrater11,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_02_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_5_14,Primal_Lion_50,100,,,true,,ancientcrater14,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_02_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_6_14,Lynx_53,100,,,true,,ancientcrater14,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_H_03_tasks_first_container,M_ReturnToGiver,,,
FM_14_H_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_14_H_03_leg_A_task,FM_14_H_03_leg_B_task,FM_14_H_03_leg_C_task,,
FM_14_H_03_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_7_14,Boar_Stripped_60,100,,,true,,ancientcrater10,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_03_leg_B_task,TaskGatherAndReturnItems,,,1,FM_hunt_item_8_14,Wolf_Elemental_Earth_60,100,,,true,,ancientcrater17,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_H_03_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_9_14,Sheep_Eastern_61,100,,,true,,ancientcrater16,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_EXP_01_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_14_EXP_01_tasks_sub_container,FM_14_EXP_01_tasks_sub_container2,,,
FM_14_EXP_01_tasks_sub_container,SimpleTaskContainer,,,,,,,,,,,dungeon_edengrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_EXP_01_leg_A_task,,1,,,,,,,,,,,,FM_14_EXP_01_leg_A_task,,,,
FM_14_EXP_01_leg_A_task,TaskKillContribution,,,6,,,,,,,,dungeon_edengrove,DungeonEdengrove00,,true,,,,,,,,,,Swamp_Dryad_Soldier_DG_Edengrove_00,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_EXP_01_tasks_sub_container2,SimpleTaskContainer,,,,,,,,,,,dungeon_edengrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_EXP_01_leg_B_task,,1,,,,,,,,,,,,FM_14_EXP_01_leg_B_task,,,,
FM_14_EXP_01_leg_B_task,TaskKillContribution,,,1,,,,,,,,dungeon_edengrove,DungeonEdengrove00,,true,,,,,,,,,,Naga_AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_complete_the_expedition,,,,,,,,,,,,,,,,,,,
FM_14_EXP_02_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_14_EXP_02_tasks_sub_container,FM_14_EXP_02_tasks_sub_container2,,,
FM_14_EXP_02_tasks_sub_container,SimpleTaskContainer,,,,,,,,,,,dungeon_edengrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_EXP_02_leg_A_task,,1,,,,,,,,,,,,FM_14_EXP_02_leg_A_task,,,,
FM_14_EXP_02_leg_A_task,TaskKillContribution,,,5,,,,,,,,dungeon_edengrove,DungeonEdengrove00,,true,,,,,,,,,,Swamp_Dryad_Archer_DG_Edengrove_00,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_14_EXP_02_tasks_sub_container2,SimpleTaskContainer,,,,,,,,,,,dungeon_edengrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_EXP_02_leg_B_task,,1,,,,,,,,,,,,FM_14_EXP_02_leg_B_task,,,,
FM_14_EXP_02_leg_B_task,TaskKillContribution,,,1,,,,,,,,dungeon_edengrove,DungeonEdengrove00,,true,,,,,,,,,,Naga_AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_complete_the_expedition,,,,,,,,,,,,,,,,,,,
FM_14_EXP_03_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_14_EXP_03_tasks_sub_container,FM_14_EXP_03_tasks_sub_container2,,,
FM_14_EXP_03_tasks_sub_container,SimpleTaskContainer,,,,,,,,,,,dungeon_edengrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_EXP_03_leg_A_task,,1,,,,,,,,,,,,FM_14_EXP_03_leg_A_task,,,,
FM_14_EXP_03_leg_A_task,TaskHaveAndReturnItems,,1,4,FM_loot_item_39,Totem_Dryad_Nest_DG_Edengrove_00,100,,,,,dungeon_edengrove,DungeonEdengrove00,,true,,,,,,,,,,Totem_Dryad_Nest_DG_Edengrove_00,,,,,,,,,,,,,,,,,,,,@objective_destroy_and_collect,,,,,,,,,,,,,,,,,,,
FM_14_EXP_03_tasks_sub_container2,SimpleTaskContainer,,,,,,,,,,,dungeon_edengrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_14_EXP_03_leg_B_task,,1,,,,,,,,,,,,FM_14_EXP_03_leg_B_task,,,,
FM_14_EXP_03_leg_B_task,TaskKillContribution,,,1,,,,,,,,dungeon_edengrove,DungeonEdengrove00,,true,,,,,,,,,,Naga_AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_complete_the_expedition,,,,,,,,,,,,,,,,,,,
