TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,DiegeticPinZOverride,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_0763_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_10_07,,,100,true,,blightgrove_50416,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0763_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_11_07,,,100,true,,blightcave_50413,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0763_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_12_07,,,100,true,,blightcave_50417,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0764_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0764_tasks_first_container,M_ReturnToGiver,,,
FM_C_0764_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0764_leg_A_task,FM_C_0764_leg_B_task,FM_C_0764_leg_C_task,,
FM_C_0764_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_13_07,,,100,true,,riftwest,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0764_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_14_07,,,100,true,,rifteast,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0764_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_15_07,,,100,true,,corrupted_fort_provisioning_01_40404,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0765_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0765_tasks_first_container,M_ReturnToGiver,,,
FM_C_0765_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0765_leg_A_task,FM_C_0765_leg_B_task,FM_C_0765_leg_C_task,,
FM_C_0765_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_16_07,,,100,true,,lowermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0765_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_17_07,,,100,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0765_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_18_07,,,100,true,,village,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0766_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0766_tasks_first_container,M_ReturnToGiver,,,
FM_C_0766_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0766_leg_A_task,FM_C_0766_leg_B_task,FM_C_0766_leg_C_task,,
FM_C_0766_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_19_07,,,100,true,,blightcave_50415,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0766_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_20_07,,,100,true,,blightcave_50413,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0766_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_21_07,,,100,true,,dryadlookout_50418,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_H_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_07_H_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_H_01_leg_A_task,FM_07_H_01_leg_B_task,FM_07_H_01_leg_C_task,,
FM_07_H_01_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_1_07,Bison_Strange_07SM01,100,,true,,shatteredmountain1,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_H_01_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_2_07,Elk_Stag_Strange_07SM03,100,,true,,shatteredmountain3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_H_01_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_3_07,Elk_Stag_Corrupted_07SM03,100,,true,,shatteredmountain3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_H_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_07_H_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_07_H_02_leg_A_task,FM_07_H_02_leg_B_task,FM_07_H_02_leg_C_task,,
FM_07_H_02_leg_A_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_4_07,Elk_Stag_Strange_07SM07,100,,true,,shatteredmountain7,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_H_02_leg_B_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_5_07,Alligator_Strange_07SM08,100,,true,,shatteredmountain8,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_H_02_leg_C_task,TaskGatherAndReturnItems,,,3,FM_hunt_item_6_07,Wolf_Elemental_Earth_07SM09b,100,,true,,shatteredmountain9,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_EXP_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_EXP_01_tasks_first_container,M_ReturnToGiver,,,
FM_07_EXP_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_EXP_01_leg_A_task,,1,,,,,,,,,,,,FM_07_EXP_01_leg_A_task,,,,
FM_07_EXP_01_leg_A_task,TaskKillContribution,,,7,,,,,,,isabella_dungeon,DungeonShatterMtn00,,true,,,,,,,,,,Damned_Grunt_DG_ShatterMtn_00,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_EXP_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_EXP_02_tasks_first_container,M_ReturnToGiver,,,
FM_07_EXP_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_EXP_02_leg_A_task,,1,,,,,,,,,,,,FM_07_EXP_02_leg_A_task,,,,
FM_07_EXP_02_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_28_07,,,100,,,isabella_dungeon,DungeonShatterMtn00,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_07_EXP_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_EXP_03_tasks_first_container,M_ReturnToGiver,,,
FM_07_EXP_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,isabella_dungeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_07_EXP_03_leg_A_task,,1,,,,,,,,,,,,FM_07_EXP_03_leg_A_task,,,,
FM_07_EXP_03_leg_A_task,TaskKillContribution,,,5,,,,,,,isabella_dungeon,DungeonShatterMtn00,,true,,,,,,,,,,Damned_Acolyte_DG_ShatterMtn_00,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
