GatherableID,DisplayName,GatheringAction,GatheringType,IdleFragment,GatheringFragment,FinalLootTable,LootTableDefaultMaterial,MinRespawnRate,MaxRespawnRate,Tradeskill,RequiredTradeskillLevel,ExpansionIdUnlock,DepletedGatherableID,BaseGatherTime,WaitForImpact,Restriction,AlignGatherer,GameEventID,ItemRestrictionId,ItemRestrictionQuantity,RequiredSongId,SongRewardId,ResetGatherTimeOnEndInteraction,IsLootContainer,IsElite,IsDynamicPoiTarget,RequireLootItems,IconTypeUnlock,IgnoreAllObstructions,ObstructBuildables,RequireControllingFaction,AddedStatusEffect,RequiredStatusEffect,ConsumedStatusEffect,NumRequiredToGather,UsableEmoteTags,RequirementDescription,DisplayDescription,IsLandmark,TooltipImage,LandmarkIconPath,RequiredWhisperId,MountGatherers
DungeonEdengrove_PurifyingFlame_Get,@DungeonEdengrove_Interact_PurifyingFlame,AzothStaffLow,AzothStaff,,,Empty,,10,12,AzothStaff,0,,,4,false,ItemRequired,true,,,,,,true,false,,,,,,,,Dungeon_PurifyingFlame,,,,,,,,,,,
DungeonEdengrove_PurifyingFlame_Deposit,@DungeonEdengrove_Interact_PurifyingFlame,AzothStaffLow,AzothStaff,,,Empty,,64000,64002,AzothStaff,0,,,4,false,ItemRequired,true,,,,,,true,false,,,,,,,,,Dungeon_PurifyingFlame,Dungeon_PurifyingFlame,,,,,,,,,
DungeonEdengrove_PurifyingFlame_BlightWall,@DungeonEdengrove_Interact_PurifyingFlame,AzothStaffHigh,AzothStaff,,,Empty,,64000,64002,AzothStaff,0,,,4,false,ItemRequired,true,,,,,,true,false,,,,,,,,,Dungeon_PurifyingFlame,,,,,,,,,,
DungeonEdengrove_BlightWall,@DungeonEdengrove_Interact_PurifyingFlame,AzothStaffLow,AzothStaff,,,Empty,,64000,64002,AzothStaff,0,,,4,false,ItemRequired,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
DungeonBrimstone_ProximityGlyph,@DungeonBrimstone_ProximityGlyph,None,None,,,Empty,,1,1.1,None,0,,,0.1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
Dungeon_AncientConsole,@Dungeon_AncientConsole,None,None,,,Empty,,60480,86400,None,0,,,1,false,NoToolNecessary,false,16_Exp_AncientConsole_Interact,1605_0701_PrimeKey,1,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_FirstLight_OrbGateKey_Get,@Dungeon_FirstLight01_Interact_OrbGateKey_Get,Handcrafting,Handcrafting,,,Empty,,64000,64002,None,0,,,4,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,Dungeon_OrbGateKey,,,,,,,,,,,
Dungeon_FirstLight_OrbGateKey_Deposit,@Dungeon_FirstLight01_Interact_OrbGateKey_Desposit,None,None,,,Empty,,64000,64002,None,0,,,4,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,Dungeon_OrbGateKey,Dungeon_OrbGateKey,,,,,,,,,
Dungeon_Ancient_Artifact,@AzothSeal_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,15,false,ToolRequired,false,,,,,,,false,,,,1,,,,,,,3,,,,,,,,
Dungeon_BrimstoneSands00_TranslateGlyph_A,@Dungeon_BrimstoneSands00_TranslateGlyph,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,7.3,false,ToolRequired,false,16_Exp_GlyphA_interact,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_BrimstoneSands00_TranslateGlyph_B,@Dungeon_BrimstoneSands00_TranslateGlyph,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,7.3,false,ToolRequired,false,16_Exp_GlyphB_interact,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_BrimstoneSands00_TranslateGlyph_C,@Dungeon_BrimstoneSands00_TranslateGlyph,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,7.3,false,ToolRequired,false,16_Exp_GlyphC_interact,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_BrimstoneSands00_TranslateGlyph_D,@Dungeon_BrimstoneSands00_TranslateGlyph,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,7.3,false,ToolRequired,false,16_Exp_GlyphD_interact,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_BrimstoneSands00_TranslateGlyph_E,@Dungeon_BrimstoneSands00_TranslateGlyph,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,7.3,false,ToolRequired,false,16_Exp_GlyphE_interact,,,,,,false,,,,1,,,,,,,,,,,,,,,
Dungeon_BrimstoneSands00_TranslateGlyph_F,@Dungeon_BrimstoneSands00_TranslateGlyph,AzothStaffLow,AzothStaff,,,Empty,,60480,86400,AzothStaff,0,,,7.3,false,ToolRequired,false,16_Exp_GlyphF_interact,,,,,,false,,,,1,,,,,,,,,,,,,,,
SandwormTrial_Drum,@SandwormTrial_Drum_Displayname,None,None,Interact_Sandworm_Drum_Idle,Interact_Sandworm_Drum_Play,Empty,,60480,86400,None,0,,,12,false,NoToolNecessary,true,,,,,,true,false,,,,1,,,,,,,3,,,,,,,,
SandwormTrial_RedButton,@SandwormTrial_RedButton_DisplayName,None,None,,,Empty,,60480,86400,None,0,,,1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
SandwormTrial_BlueButton,@SandwormTrial_BlueButton_DisplayName,None,None,,,Empty,,60480,86400,None,0,,,1,false,NoToolNecessary,false,,,,,,,false,,,,,,,,,,,,,,,,,,,
1655_0201_Table_01,@1655_0201_Table_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0201_Table_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1655_0201_Table_02,@1655_0201_Table_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0201_Table_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1655_0201_Table_03,@1655_0201_Table_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0201_Table_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1655_0201_Table_04,@1655_0201_Table_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0201_Table_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1655_0201_Table_05,@1655_0201_Table_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0201_Table_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0101_Report,@1656_0101_Report_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0101_Report_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0101_Report_01,@1656_0101_Report_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0101_Report_01_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0101_Report_02,@1656_0101_Report_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0101_Report_02_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0101_Report_03,@1656_0101_Report_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0101_Report_03_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0101_Report_04,@1656_0101_Report_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0101_Report_04_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0401_Tent_01,@1656_0401_Tent_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0401_Tent_Interact_01,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0401_Tent_02,@1656_0401_Tent_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0401_Tent_Interact_02,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0401_Tent_03,@1656_0401_Tent_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0401_Tent_Interact_03,,,,,false,true,,,,,,,,,,,,,,,,,,,
1650_0301_Tomb,@1650_0301_Tomb_DisplayName,LootContainer,None,,,Empty,,120,121,None,,,,5,false,NoToolNecessary,true,1650_0301_Tomb_Interact,,,,,false,false,,,,,,,,,,,,,,,,,,,
1650_0101_Idol,@1650_0101_Idol_DisplayName,LootContainer,None,,,Empty,,120,121,None,,,,2,false,NoToolNecessary,true,1650_0101_Idol_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1602_0101_Note,@1602_0101_Note_DisplayName,LootContainer,None,,,Empty,,120,121,None,,,,2,false,NoToolNecessary,true,1602_0101_Note_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1602_0101_Tablet,@1602_0101_Tablet_DisplayName,LootContainer,None,,,Empty,,120,121,None,,,,2,false,NoToolNecessary,true,1602_0101_Tablet_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0201_Supplies_01,@1656_0201_Supplies_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0201_Supplies_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0201_Supplies_02,@1656_0201_Supplies_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0201_Supplies_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0201_Supplies_03,@1656_0201_Supplies_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0201_Supplies_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0201_Supplies_04,@1656_0201_Supplies_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0201_Supplies_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1656_0401_Banner,@1656_0401_Banner_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1656_0401_Banner_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1602_0301_Forge,@1602_0301_Forge_DisplayName,LootContainer,None,,,Empty,,240,241,None,,,,2,false,ItemRequired,true,1602_0301_Forge_Interact,1651_0301_ForgeIgnition,,,,false,true,,,,,,,,,,,,,,,,,,,
1655_0301_Launcher_01,@1655_0301_Launcher_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0301_Launcher_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1655_0301_Launcher_02,@1655_0301_Launcher_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0301_Launcher_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1655_0301_Launcher_03,@1655_0301_Launcher_DisplayName,LootContainer,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1655_0301_Launcher_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1602_0401_StatuePanacea,@1602_0401_StatuePanacea_DisplayName,Etching,None,,,Empty,,200,300,None,,,,10,false,ItemRequired,true,1602_0401_StatuePanacea_Interact,1613_0401_Panacea,,,,true,true,,,,,,,,,,,,,,,,,,,
1605_0901_EnneadPrimeLock,@1605_0901_EnneadPrimeLock_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,6,false,NoToolNecessary,false,1605_0901_EnneadPrimeLock_Interact,,,,,false,true,,,,,,,,,,,,,,,,,,,
1625_0100_LegionAttack,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0100_LegionAttack_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0103_AbanAudio,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0103_AbanAudio_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0103_AEAmbush,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0103_AEAmbush_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0401_OrcusPoolA,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1624_0401_OrcusPoolA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0401_OrcusPoolB,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1624_0401_OrcusPoolB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0401_OrcusPoolC,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1624_0401_OrcusPoolC_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0401_OrcusPoolD,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1624_0401_OrcusPoolD_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_ImhotepA,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0701_ImhotepA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_ImhotepB,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0701_ImhotepB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_ImhotepC,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0701_ImhotepC_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_ImhotepD,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0701_ImhotepD_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_ImhotepE,,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0701_ImhotepE_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1679_0101_FrostcliffBerrySM,@1679_0101_FrostcliffBerry_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1679_0101_FrostcliffBerry_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1679_0101_FrostcliffBerryER,@1679_0101_FrostcliffBerry_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1679_0101_FrostcliffBerry_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1679_0101_FrostcliffBerryGC,@1679_0101_FrostcliffBerry_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1679_0101_FrostcliffBerry_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1666_0101_CharmionScroll,@1666_0101_CharmionScroll_DisplayName,None,None,,Emote_Pondering,Empty,,30,40,None,,,,4,false,NoToolNecessary,false,1666_0101_CharmionScroll_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0101_LegionGearA,@1625_0101_LegionGear_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1625_0101_LegionGearA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0101_LegionGearB,@1625_0101_LegionGear_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1625_0101_LegionGearB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0101_LegionGearC,@1625_0101_LegionGear_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1625_0101_LegionGearC_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0101_LegionGearD,@1625_0101_LegionGear_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1625_0101_LegionGearD_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0102_LegionSabotage,@1625_0102_LegionSabotage_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1625_0102_LegionSabotage_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0201_ImhotepCage,,None,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0201_ImhotepCageNoduleA,,None,None,,,Empty,,10,10,None,,,,1,false,NoToolNecessary,true,1625_0201_ImhotepNoduleProx_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0201_ImhotepCageNoduleB1,@1625_0201_ImhotepCageNodule_DisplayName,None,None,,,Empty,,10,10,None,,,,1,false,NoToolNecessary,true,1625_0201_ImhotepCageNoduleB1_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0201_ImhotepCageNoduleB2,@1625_0201_ImhotepCageNodule_DisplayName,None,None,,,Empty,,10,10,None,,,,1,false,NoToolNecessary,true,1625_0201_ImhotepCageNoduleB2_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0201_ImhotepCageNoduleB3,@1625_0201_ImhotepCageNodule_DisplayName,None,None,,,Empty,,10,10,None,,,,1,false,NoToolNecessary,true,1625_0201_ImhotepCageNoduleB3_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0202_ImhotepScroll,@1625_0202_ImhotepScroll_DisplayName,None,None,,Emote_Pondering,Empty,,30,40,None,,,,4,false,NoToolNecessary,false,1625_0202_ImhotepScroll_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0301_AEAncientChargerA,@1624_0301_AEAncientCharger_DisplayName,None,None,,,Empty,,30,50,None,,,,1,false,NoToolNecessary,true,1624_0301_AEAncientChargerA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0301_AEAncientChargerB,@1624_0301_AEAncientCharger_DisplayName,None,None,,,Empty,,30,50,None,,,,1,false,NoToolNecessary,true,1624_0301_AEAncientChargerB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0301_AEAncientChargerC,@1624_0301_AEAncientCharger_DisplayName,None,None,,,Empty,,30,50,None,,,,1,false,NoToolNecessary,true,1624_0301_AEAncientChargerC_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0301_AESeedFocus,@1624_0301_AESeedFocus_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,false,1624_0301_AESeedFocus_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0302_GildedOuroboros,@1624_0302_GildedOuroboros_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1624_0302_GildedOuroboros_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0302_GoldenSpearhead,@1624_0302_GoldenSpearhead_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1624_0302_GoldenSpearhead_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0302_BrokenVessel,@1624_0302_BrokenVessel_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,ItemRequired,true,1624_0302_BrokenVessel_Interact,1624_0302_AncientKey,1,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0302_RitualOuroboros,@1624_0302_RitualOuroboros_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1624_0302_RitualOuroboros_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0302_RitualSpearhead,@1624_0302_RitualSpearhead_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1624_0302_RitualSpearhead_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0302_RitualVotiveAltar,@1624_0302_RitualVotiveAltar_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1624_0302_RitualVotiveAltar_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0303_AncientSelectorA,@1624_0303_AncientSelector_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1624_0303_AncientSelectorA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0303_AncientSelectorB,@1624_0303_AncientSelector_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,2,false,NoToolNecessary,true,1624_0303_AncientSelectorB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0303_AncientActuator,@1624_0303_AncientActuator_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,200,300,AzothStaff,5,,,4,false,ToolRequired,true,1624_0303_AncientActuator_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0303_AncientScrolls,@1624_0303_AncientScrolls_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1624_0303_AncientScrolls_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0303_HandInJar,@1624_0303_HandInJar_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1624_0303_HandInJar_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0401_DiskAtumStart,@1624_0401_DiskAtumStart_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,200,300,AzothStaff,5,,,20,false,ToolRequired,false,1624_0401_DiskAtumShield_interact,,,,,false,false,,,,,,,,,,,,,,,,,,,
1624_0401_DiskAtumDamageA,@1624_0401_DiskAtumDamage_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,1624_0401_DiskAtumDamageA_Interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
1624_0401_DiskAtumCollect,@1624_0401_DiskAtumCollect_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,false,1624_0401_DiskAtumCollect_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0601_AzothProjector,@1625_0601_AzothProjector_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,1625_0601_AzothProjector_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0601_AzothReflectorA,@1625_0601_AzothReflector_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,1625_0601_AzothReflectorA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0601_AzothReflectorB,@1625_0601_AzothReflector_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,1625_0601_AzothReflectorB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0601_AzothReflectorC,@1625_0601_AzothReflector_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,false,1625_0601_AzothReflectorC_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_QuintTrailA,@1625_0701_QuintTrail_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,30,50,AzothStaff,5,,,3,false,ToolRequired,true,1625_0701_QuintTrailA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_QuintTrailB,@1625_0701_QuintTrail_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,30,50,AzothStaff,5,,,3,false,ToolRequired,true,1625_0701_QuintTrailB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_QuintTrailC,@1625_0701_QuintTrail_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,30,50,AzothStaff,5,,,3,false,ToolRequired,true,1625_0701_QuintTrailC_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_QuintTrailD,@1625_0701_QuintTrail_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,30,50,AzothStaff,5,,,3,false,ToolRequired,true,1625_0701_QuintTrailD_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_QuintTrailE,@1625_0701_QuintTrail_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,30,50,AzothStaff,5,,,3,false,ToolRequired,true,1625_0701_QuintTrailE_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_QuintTrailF,@1625_0701_QuintTrail_DisplayName,AzothStaffHigh,AzothStaff,,,Empty,,30,50,AzothStaff,5,,,3,false,ToolRequired,true,1625_0701_QuintTrailF_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0701_AncientCodePillar,@1625_0701_AncientCodePillar_DisplayName,AzothStaffLow,AzothStaff,,,Empty,,30,50,AzothStaff,5,,,5,false,ItemRequired,true,1625_0701_AncientCodePillar_Interact,1625_0601_EyeOfHorus,1,,,true,true,,,,,,,,,,,,,,,,,,,
1624_0901_BuriedTrunk,@1624_0901_BuriedTrunk_DisplayName,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,false,1624_0901_BuriedTrunk_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0903_AmbientGroupA,@1625_0903_AmbientGroup_DisplayName,None,None,,Emote_Bow,Empty,,30,50,None,,,,5,false,NoToolNecessary,false,1625_0903_AmbientGroupA_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0903_AmbientGroupB,@1625_0903_AmbientGroup_DisplayName,None,None,,Emote_Beckon,Empty,,30,50,None,,,,5,false,NoToolNecessary,false,1625_0903_AmbientGroupB_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0903_AmbientGroupC,@1625_0903_AmbientGroup_DisplayName,None,None,,Emote_Hi,Empty,,30,50,None,,,,5,false,NoToolNecessary,false,1625_0903_AmbientGroupC_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1625_0903_AmbientGroupD,@1625_0903_AmbientGroup_DisplayName,None,None,,Emote_Wave,Empty,,30,50,None,,,,5,false,NoToolNecessary,false,1625_0903_AmbientGroupD_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_1001_VineWall,@1624_1001_VineWall_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,1624_1001_VineWall_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1624_1001_ArtemisCrystal,@1624_1001_ArtemisCrystal_DisplayName,Handcrafting,None,,,Empty,,30,40,None,,,,4,false,NoToolNecessary,false,1624_1001_ArtemisCrystal_Interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
WaterPlant_Dungeon,@WaterPlant_DisplayName,Cutting,Cutting,,,Water_Plant,,7200,7201,Harvesting,30,,,20,true,ToolRequired,true,Gather_HarvestingT6,,,,,,false,,,,Alchemy1,,,,,,,,,,,,,,,
SoulStone_Dungeon,@SoulStone_DisplayName,Mining,Mining,,,Soul_Stone,,7200,7201,Mining,50,,,20,true,ToolRequired,true,Gather_MiningT7,,,,,,false,,,,Alchemy2,,,,,,,,,,,,,,,
SilverMedium_Dungeon,@SilverMedium_DisplayName,Mining,Mining,,,Silver_Medium,,7200,7201,Mining,10,,,25,true,ToolRequired,true,Gather_MiningT5,,,,,,false,,,,Silver,,,,,,,,,,,,,,,
SilverLarge_Dungeon,@SilverLarge_DisplayName,Mining,Mining,,,Silver_Large,,7200,7201,Mining,10,,,35,true,ToolRequired,true,Gather_MiningT6,,,,,,false,,,,Silver,,,,,,,,,,,,,,,
DungeonRestlessShores_SprigganLock_1,@dungeon_restlessshores_interact_sprigganlock_1,Handcrafting,None,,,Empty,,64000,64000,None,,,,1,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
DungeonRestlessShores_SprigganLock_2,@dungeon_restlessshores_interact_sprigganlock_2,Handcrafting,None,,,Empty,,64000,64000,None,,,,1,false,NoToolNecessary,true,,,,,,true,false,,,,,,,,,,,,,,,,,,,
