LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,TriggerLimitOnVisit,UseLevelGS,HWMMult,ChanceToExceedIndex,GSBonus,MaxRoll,IgnoreHWMGS,LootBiasingEnabled,LootBiasingChanceOverride,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
DarknessMajor1EventLoot55_Probs,,,,,,,,,,0,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot55,AND,AddToRoll,,,,,,,,,,,,[LBID]DarknessMajor2Containers55,,,[LBID]EventDropDarkness,,,[LTID]PvPResourceDarknessMajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot55_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot55_Probs,,,,,,,,,,0,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1EventLoot60,AND,AddToRoll,,,,,,,,,,,,[LBID]DarknessMinor1Containers60,,,[LTID]GypsumPurpleDarknessRoll,,,[LTID]PvPResourceDarknessMinor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1EventLoot60_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1EventLoot60_Probs,,,,,,,,,,100000,,,,0,,,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2EventLoot60,AND,AddToRoll,,,,,,,,,,,,[LBID]DarknessMinor2Containers60,,,[LTID]GypsumPurpleDarknessRoll,,,[LTID]PvPResourceDarknessMinor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2EventLoot60_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2EventLoot60_Probs,,,,,,,,,,100000,,,,0,,,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1EventLoot60,AND,AddToRoll,,,,,,,,,,,,[LBID]DarknessMajor1Containers60,,,[LTID]GypsumPurpleDarknessRoll,,,[LBID]EventDropDarkness,,,[LTID]PvPResourceDarknessMajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1EventLoot60_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1EventLoot60_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot60,AND,AddToRoll,,,,,,,,,,,,[LBID]DarknessMajor2Containers60,,,[LTID]GypsumPurpleDarknessRoll,,,[LBID]EventDropDarkness,,,[LTID]PvPResourceDarknessMajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot60_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot60_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot65,AND,AddToRoll,,,,,,,,,,,,[LBID]DarknessMajor2Containers65,,,[LTID]GypsumPurpleDarknessRoll,,,[LBID]ArtifactMasterDarkness,700,,[LBID]EventDropDarkness,,,[LTID]PvPResourceDarknessMajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot65_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2EventLoot65_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GypsumPurpleDarknessRoll,AND,AddToRoll,Level,,,,,,,,,,,GypsumPurple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GypsumPurpleDarknessRoll_Qty,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GypsumPurpleDarknessRoll_Probs,,,,,,,,,,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessFragments,OR,ClampMax,,,,,,,,,,,,BreachDrop1,,,BreachDrop2,,,BreachDrop3,,,BreachDrop4,,,BreachDrop5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessFragments_Qty,,,,,,,,,,,,,,2-4,,,1-2,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessFragments_Probs,,,,,,,,,,100000,,,,0,,,50000,,,75000,,,90000,,,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1,AND,AddToRoll,,,,,,,,,,,,[LTID]DarknessMinor1Roll,,,[LTID]DarknessFragments,,,[LTID]DarknessEliteRoll,,,[LBID]DarknessPerkItems,,,[LBID]DarknessMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1_Probs,,,,,,,,,,100000,,,,0,,,75000,,,90000,,,99000,,,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2,AND,AddToRoll,,,,,,,,,,,,[LTID]DarknessMinor2Roll,,,[LTID]DarknessFragments,,,[LTID]DarknessEliteRoll,,,[LBID]DarknessPerkItems,,,[LBID]DarknessMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2_Qty,,,,,,,,,,,,,,1,,,1-2,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2_Probs,,,,,,,,,,100000,,,,0,,,50000,,,75000,,,99000,,,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1Roll,OR,AddToRoll,,,,TRUE,,,,,,TRUE,,[LBID]DarknessWeaponBucket,,,[LBID]DarknessArmorBucket,,,DarknessCoinBag,,,[LBID]DarknessShieldsBucket,,,[LBID]DarknessEventMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1Roll_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor1Roll_Probs,,,,,,,,,,100000,,,,0,,,0,,,90000,,,91000,,,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2Roll,OR,AddToRoll,,,,TRUE,,,,,,TRUE,,[LBID]DarknessWeaponBucket,,,[LBID]DarknessArmorBucket,,,DarknessCoinBag,,,[LBID]DarknessShieldsBucket,,,[LBID]DarknessEventMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2Roll_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMinor2Roll_Probs,,,,,,,,,,100000,,,,0,,,0,,,90000,,,91000,,,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessEliteRoll,OR,,,,,TRUE,20,,,,,TRUE,,[LBID]DarknessBreach_EliteArmor,,,[LBID]DarknessBreach_EliteWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessEliteRoll_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessEliteRoll_Probs,,,,,,,,,,100000,,,,0,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1Roll,AND,AddToRoll,,,,,5,,,,,,,[LTID]DarknessMajor1,,,[LTID]DarknessFragments,,,DarknessCoinBag,,,[LTID]DarknessMajorEliteRolls,,,[LBID]DarknessPerkItems,,,[LTID]DarknessMajor_NamedLimit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1Roll_Qty,,,,,,,,,,,,,,2,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1Roll_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,15000,,,90000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2Roll,AND,AddToRoll,,,,,5,,,,,,,[LTID]DarknessMajor2,,,[LTID]DarknessFragments,,,DarknessCoinBag,,,[LTID]DarknessMajor2NamedRoll,,,[LTID]DarknessMajorEliteRolls,,,[LBID]DarknessPerkItems,,,[LTID]DarknessMajor_NamedLimit,,,[LBID]DarknessMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2Roll_Qty,,,,,,,,,,,,,,2,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2Roll_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,90000,,,0,,,90000,,,0,,,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2Roll65,AND,AddToRoll,,,,,5,,,,,,,[LTID]DarknessMajor2,,,[LTID]DarknessFragments,,,DarknessCoinBag,,,[LTID]DarknessMajor2NamedRoll,,,[LTID]DarknessMajorEliteRolls,,,[LBID]DarknessPerkItems,,,[LTID]DarknessMajor_NamedLimit,,,[LBID]DarknessMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2Roll65_Qty,,,,,,,,,,,,,,2,,,2-3,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2Roll65_Probs,,,,,,,,,,100000,,,,0,,,0,,,0,,,80000,,,0,,,90000,,,0,,,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2NamedRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LBID]DarknessGearbucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2NamedRoll_Qty,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2NamedRoll_Probs,,,,,,,,,,100000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor_NamedLimit,OR,AddToRoll,[LIM]DarknessBreachNamed,,1,TRUE,,,,,,TRUE,,[LBID]DarknessGearbucket,,,[LBID]GlobalNamedList,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor_NamedLimit_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor_NamedLimit_Probs,,,,,,,,,,100000,,,,0,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1,OR,AddToRoll,,,,TRUE,,,,,,TRUE,,[LBID]DarknessWeaponBucket,,,[LBID]DarknessArmorBucket,,,[LBID]DarknessShieldsBucket,,,[LBID]DarknessEventMaterials,,,[LBID]DarknessMcGuffins,,,[LBID]DarknessMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor1_Probs,,,,,,,,,,100000,,,,0,,,0,,,91000,,,95000,,,45000,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2,OR,AddToRoll,,,,TRUE,,,,,,TRUE,,[LBID]DarknessWeaponBucket,,,[LBID]DarknessArmorBucket,,,[LBID]DarknessShieldsBucket,,,[LBID]DarknessEventMaterials,,,[LBID]DarknessMcGuffins,,,[LBID]DarknessMcGuffins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2_Qty,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajor2_Probs,,,,,,,,,,100000,,,,0,,,0,,,91000,,,95000,,,45000,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajorEliteRolls,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]DarknessEliteRoll,,,[LTID]DarknessEliteRoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajorEliteRolls_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarknessMajorEliteRolls_Probs,,,,,,,,,,100000,,,,0,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardCorruptedRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardCorrupted,,,[LBID]NamedArenaCorrupted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardCorruptedRoll_Qty,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardCorruptedRoll_Probs,,,,,,,,,,100000,,,,0,,,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardAncientRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardAncient,,,[LBID]NamedArenaAncient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardAncientRoll_Qty,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardAncientRoll_Probs,,,,,,,,,,100000,,,,0,,,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardLostRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardLost,,,[LBID]NamedArenaLost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardLostRoll_Qty,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardLostRoll_Probs,,,,,,,,,,100000,,,,0,,,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSirenQueenRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardSirenQueenBonus,,,[LBID]NamedArenaLost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSirenQueenRoll_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSirenQueenRoll_Probs,,,,,,,,,,100000,,,,0,,,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardAngryEarthRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardAngryEarth,,,[LBID]NamedArenaAngryEarth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardAngryEarthRoll_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardAngryEarthRoll_Probs,,,,,,,,,,100000,,,,0,,,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSprigganRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardSprigganBonus,,,[LBID]NamedArenaAngryEarth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSprigganRoll_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSprigganRoll_Probs,,,,,,,,,,100000,,,,0,,,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSprigganBonus,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardSpriggan,,,[LBID]PvEArenaRareItemsRoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSprigganBonus_Qty,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSprigganBonus_Probs,,,,,,,,,,100000,,,,0,,,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AwardSwampBeastRoll,AND,AddToRoll,,,,TRUE,,,,,,,,[LTID]AwardAngryEarth,,,[LBID]NamedArenaAngryEarth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
