LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,UseLevelGS,HWMMult,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
OmegaArmorSoldier612Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Ranger_612_Heavy,,,Omega_Box_Armor_Ranger_612_Medium,,,Omega_Box_Armor_Ranger_612_Light,,,Omega_Box_Armor_Ranger_612_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Ranger_612,,,Omega_HeavyChest_Ranger_612,,,Omega_HeavyHands_Ranger_612,,,Omega_HeavyLegs_Ranger_612,,,Omega_HeavyFeet_Ranger_612,,,Omega_HeavyHead_Ranger_612_2,,,Omega_HeavyHead_Ranger_612_3,,,Omega_HeavyChest_Ranger_612_2,,,Omega_HeavyHands_Ranger_612_2,,,Omega_HeavyLegs_Ranger_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Ranger_612,,,Omega_MediumChest_Ranger_612,,,Omega_MediumHands_Ranger_612,,,Omega_MediumLegs_Ranger_612,,,Omega_MediumFeet_Ranger_612,,,Omega_MediumHead_Ranger_612_2,,,Omega_MediumHead_Ranger_612_3,,,Omega_MediumChest_Ranger_612_2,,,Omega_MediumHands_Ranger_612_2,,,Omega_MediumLegs_Ranger_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Ranger_612,,,Omega_LightChest_Ranger_612,,,Omega_LightHands_Ranger_612,,,Omega_LightLegs_Ranger_612,,,Omega_LightFeet_Ranger_612,,,Omega_LightHead_Ranger_612_2,,,Omega_LightHead_Ranger_612_3,,,Omega_LightChest_Ranger_612_2,,,Omega_LightHands_Ranger_612_2,,,Omega_LightLegs_Ranger_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Ranger_612,,,Omega_Amulet_Ranger_612,,,Omega_Ring_Ranger_612_1,,,Omega_Ring_Ranger_612_2,,,Omega_Ring_Ranger_612_3,,,Omega_Ring_Ranger_612_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger612Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Scholar_612_Heavy,,,Omega_Box_Armor_Scholar_612_Medium,,,Omega_Box_Armor_Scholar_612_Light,,,Omega_Box_Armor_Scholar_612_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Scholar_612,,,Omega_HeavyChest_Scholar_612,,,Omega_HeavyHands_Scholar_612,,,Omega_HeavyLegs_Scholar_612,,,Omega_HeavyFeet_Scholar_612,,,Omega_HeavyHead_Scholar_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Scholar_612,,,Omega_MediumChest_Scholar_612,,,Omega_MediumHands_Scholar_612,,,Omega_MediumLegs_Scholar_612,,,Omega_MediumFeet_Scholar_612,,,Omega_MediumHead_Scholar_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Scholar_612,,,Omega_LightChest_Scholar_612,,,Omega_LightHands_Scholar_612,,,Omega_LightLegs_Scholar_612,,,Omega_LightFeet_Scholar_612,,,Omega_LightHead_Scholar_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Scholar_612,,,Omega_Amulet_Scholar_612,,,Omega_Ring_Scholar_612_1,,,Omega_Ring_Scholar_612_2,,,Omega_Ring_Scholar_612_3,,,Omega_Ring_Scholar_612_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar612Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Sage_612_Heavy,,,Omega_Box_Armor_Sage_612_Medium,,,Omega_Box_Armor_Sage_612_Light,,,Omega_Box_Armor_Sage_612_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Sage_612,,,Omega_HeavyChest_Sage_612,,,Omega_HeavyHands_Sage_612,,,Omega_HeavyLegs_Sage_612,,,Omega_HeavyFeet_Sage_612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Sage_612,,,Omega_MediumChest_Sage_612,,,Omega_MediumHands_Sage_612,,,Omega_MediumLegs_Sage_612,,,Omega_MediumFeet_Sage_612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Sage_612,,,Omega_LightChest_Sage_612,,,Omega_LightHands_Sage_612,,,Omega_LightLegs_Sage_612,,,Omega_LightFeet_Sage_612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Sage_612,,,Omega_Amulet_Sage_612,,,Omega_Ring_Sage_612_1,,,Omega_Ring_Sage_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage612Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Sentry_612_Heavy,,,Omega_Box_Armor_Sentry_612_Medium,,,Omega_Box_Armor_Sentry_612_Light,,,Omega_Box_Armor_Sentry_612_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Sentry_612,,,Omega_HeavyChest_Sentry_612,,,Omega_HeavyHands_Sentry_612,,,Omega_HeavyLegs_Sentry_612,,,Omega_HeavyFeet_Sentry_612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Sentry_612,,,Omega_MediumChest_Sentry_612,,,Omega_MediumHands_Sentry_612,,,Omega_MediumLegs_Sentry_612,,,Omega_MediumFeet_Sentry_612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Sentry_612,,,Omega_LightChest_Sentry_612,,,Omega_LightHands_Sentry_612,,,Omega_LightLegs_Sentry_612,,,Omega_LightFeet_Sentry_612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Sentry_612,,,Omega_Amulet_Sentry_612,,,Omega_Ring_Sentry_612_1,,,Omega_Ring_Sentry_612_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry612Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeapons615,AND,AddToRoll,,,,,,,,Omega_Longsword_615,,,Omega_Hatchet_615,,,Omega_Warhammer_615,,,Omega_Greataxe_615,,,Omega_Bow_615,,,Omega_Musket_615,,,Omega_ShieldRound_615,,,Omega_ShieldKite_615,,,Omega_ShieldTower_615,,,Omega_StaffFire_615,,,Omega_StaffLife_615,,,Omega_Spear_615,,,Omega_Rapier_615,,,Omega_GauntletIce_615,,,Omega_GauntletVoid_615,,,ArrowT5,,,ShotT5,,,Omega_Blunderbuss_615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeapons615_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1000,,,1000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeapons615_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Soldier_615_Heavy,,,Omega_Box_Armor_Soldier_615_Medium,,,Omega_Box_Armor_Soldier_615_Light,,,Omega_Box_Armor_Soldier_615_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Soldier_615,,,Omega_HeavyChest_Soldier_615,,,Omega_HeavyHands_Soldier_615,,,Omega_HeavyLegs_Soldier_615,,,Omega_HeavyFeet_Soldier_615,,,Omega_HeavyHead_Soldier_615_2,,,Omega_HeavyHands_Soldier_615_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Soldier_615,,,Omega_MediumChest_Soldier_615,,,Omega_MediumHands_Soldier_615,,,Omega_MediumLegs_Soldier_615,,,Omega_MediumFeet_Soldier_615,,,Omega_MediumHead_Soldier_615_2,,,Omega_MediumHands_Soldier_615_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Soldier_615,,,Omega_LightChest_Soldier_615,,,Omega_LightHands_Soldier_615,,,Omega_LightLegs_Soldier_615,,,Omega_LightFeet_Soldier_615,,,Omega_LightHead_Soldier_615_2,,,Omega_LightHands_Soldier_615_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Soldier_615,,,Omega_Amulet_Soldier_615,,,Omega_Ring_Soldier_615_1,,,Omega_Ring_Soldier_615_2,,,Omega_Ring_Soldier_615_3,,,Omega_Ring_Soldier_615_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier615Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
